Case #1: Impossible
32 12 210737
38 10 213394
25 26 215161
12 28 219073
7 13 219260
32 10 222115
11 39 222351
3 46 224546
44 36 224705
45 25 224721
45 7 226083
39 36 227104
36 2 227220
38 25 227250
11 43 227952
44 39 228497
6 41 231017
10 16 231570
9 14 232854
43 34 233383
46 14 242932
5 2 244101
27 47 244129
44 14 244185
44 28 251893
2 30 258980
3 43 260460
10 30 266359
14 23 267843
21 47 268052
37 4 274131
47 16 274362
6 47 287934
18 36 288594
35 13 289560
36 47 291051
13 10 291188
35 18 291759
37 9 294275
3 45 312819
11 3 313588
47 26 319290
47 7 320903
10 3 326448
18 13 326962
37 33 341305
14 10 354764
37 34 378893
Case #18: 16
6 5 88250
3 7 131498
7 4 144605
2 7 262572
3 4 276103
3 2 394070
2 4 407177
6 1 410629
1 5 498879
5 3 567259
6 4 569215
3 6 574775
6 2 610682
7 5 625570
5 2 698932
6 7 706273
Case #19: 58
29 26 68729
17 2 101095
4 17 105045
17 12 135828
2 21 138933
28 4 153859
35 21 172338
12 7 180893
23 9 213470
8 5 224903
6 38 252106
26 17 260609
1 11 272101
31 7 283349
38 4 286644
29 6 306557
2 16 318034
35 33 334673
12 29 336684
29 14 367851
26 6 375286
29 28 378152
22 2 379642
36 21 424589
10 27 438222
33 21 451152
9 4 456499
8 27 474759
26 27 476947
30 38 491984
33 12 492522
30 18 504860
26 25 505558
22 37 512323
23 18 513303
20 19 522373
24 33 531960
23 10 542598
12 34 544566
28 32 553064
26 5 568877
4 10 573418
32 30 575593
11 15 577845
34 24 594707
36 27 603089
33 9 606001
23 35 606270
11 31 608714
37 18 626482
11 6 639760
22 38 662336
3 5 687927
34 10 752806
9 37 780651
33 37 822413
25 13 837181
3 11 893263
Case #20: 50
30 28 162286
20 48 244878
14 30 258595
25 37 305204
41 8 323662
43 15 356762
23 40 360289
39 1 372598
3 47 393045
40 47 432384
6 34 443583
12 29 465588
32 41 474933
18 23 512059
26 25 514880
6 13 533011
10 38 536709
47 18 545078
38 12 554440
37 12 561145
40 49 567174
43 26 567682
9 4 571978
31 14 612016
4 31 612644
50 25 614277
49 25 615391
48 15 643215
25 36 675233
4 8 677276
13 31 681798
44 21 701067
27 16 707959
3 24 744172
18 27 762843
16 10 772853
45 25 801571
34 14 809055
17 39 817696
46 30 862981
48 28 870487
46 40 871773
36 32 882897
44 49 913528
36 31 918413
50 16 919934
9 18 962742
19 9 965432
35 16 974383
20 3 998827
Case #21: 27
2 6 16267
8 11 54489
8 1 156025
3 11 198412
12 11 212959
9 10 297397
3 5 313154
9 1 376166
9 5 376838
2 12 379214
10 7 387060
12 6 395481
7 9 422066
3 4 431196
1 6 448775
2 8 455458
11 6 455560
9 2 459969
2 1 465042
3 6 467538
12 7 468274
5 4 471379
6 7 550356
4 10 550820
8 4 620005
11 4 629608
7 4 754746
Case #22: 134
8 5 1194
18 1 5279
11 7 7403
8 12 9592
13 4 22990
11 10 27040
7 10 34443
15 12 38126
17 10 43486
5 15 46524
8 15 47718
6 9 51930
11 18 57667
11 1 62946
18 7 65070
18 19 66243
16 14 67449
6 1 70305
10 4 70446
11 17 70526
15 19 74490
17 7 77929
10 9 82521
18 10 84707
18 15 85362
1 10 89986
1 15 90641
9 14 91499
10 13 93436
4 11 97486
11 5 97891
8 11 99085
16 7 101817
7 4 104889
7 5 105294
7 15 106252
7 8 106488
11 16 109220
12 19 112616
15 11 113655
4 17 113932
7 9 116964
11 13 120476
19 5 121014
8 19 122208
1 9 122235
12 18 123488
10 5 124931
9 17 126007
8 10 126125
9 18 127514
7 13 127879
17 18 128193
1 12 128767
6 19 131269
7 19 131313
5 18 131886
8 18 133080
11 6 133251
6 10 134451
16 10 136260
8 1 138359
7 6 140654
15 10 140695
2 16 142494
6 14 143429
9 4 152967
1 3 153524
18 4 155153
18 3 158803
8 9 158818
16 9 158948
9 5 160012
4 1 160432
2 9 165641
18 16 166887
12 9 168410
17 5 168417
5 4 169153
14 7 169266
8 4 170347
16 1 172166
14 10 174020
13 9 175957
14 11 176669
12 17 176815
17 6 177937
18 13 178143
17 16 179746
1 13 183422
17 15 184181
13 5 192143
19 17 194436
12 13 200541
12 16 204181
6 4 204897
8 6 205822
15 2 205850
16 4 206706
5 6 207016
5 16 207111
16 6 210878
4 15 211141
19 3 214488
3 11 216470
17 14 217506
18 14 219013
19 4 221396
3 6 223829
14 4 229373
13 16 229696
3 15 244165
2 7 244311
19 13 244386
2 10 248162
14 5 251511
2 11 251714
13 14 252363
5 2 252374
2 8 253568
19 14 274698
14 15 275518
2 19 280340
3 12 282291
2 1 287876
3 5 290689
2 18 291212
2 17 291648
8 3 291883
4 2 318608
13 3 336946
2 13 341598
3 14 367258
3 2 441400
Case #23: 226
25 21 850
1 17 7436
21 16 12438
25 17 13451
21 17 14301
25 1 20887
9 23 21324
1 21 21737
17 16 26739
8 23 26950
23 14 30015
10 7 31497
8 22 33910
1 16 34175
17 15 39867
1 15 47303
14 9 51339
25 15 53318
4 25 55736
21 4 56586
14 20 61544
15 16 66606
4 16 69024
4 17 69187
25 22 72362
22 21 73212
1 4 76623
1 19 79465
18 7 81782
22 9 82184
11 15 82482
4 19 84460
24 14 85406
22 17 85813
21 19 86330
19 8 88297
17 10 90650
20 23 91559
1 10 98086
19 16 98768
12 21 99300
13 23 101331
25 14 103207
10 25 104101
21 10 104951
8 21 107122
14 5 107327
4 15 109054
18 15 109081
5 8 110392
15 24 111584
15 19 111896
2 15 112494
20 9 112883
17 12 113601
14 1 115202
23 19 115247
16 14 116495
14 17 116658
10 16 117389
1 8 118267
8 16 119560
12 1 121037
7 17 122147
22 4 128098
13 8 128281
1 7 129583
10 15 130517
14 13 131346
24 11 133007
16 6 135192
25 7 135598
25 11 135800
21 7 136448
9 19 136571
9 24 136745
5 23 137342
22 5 138172
2 12 144812
23 1 145217
23 16 146510
17 23 146673
19 20 146776
21 6 147630
25 6 148480
7 16 148886
16 11 149088
19 12 150925
17 24 151451
2 17 152361
12 15 153468
9 25 154546
13 11 154996
12 4 155886
18 1 156384
15 14 156525
9 5 158666
1 24 158887
8 15 159590
4 10 159837
8 4 162008
7 15 162014
13 22 162191
25 18 162399
19 10 162679
21 18 163249
20 25 164751
24 25 164902
21 24 165752
2 25 165812
21 2 166662
16 9 167834
17 9 167997
20 5 168871
7 14 168908
6 1 169367
24 19 170638
6 23 171285
8 7 171973
22 12 172512
13 12 172931
10 5 173339
22 10 176463
20 16 178039
16 24 178190
17 20 178202
19 13 179897
6 14 187827
4 23 188958
8 6 190892
4 11 191536
5 24 192733
6 2 193142
7 19 194176
19 11 194378
2 11 194976
23 7 198923
22 7 199753
10 14 200405
6 15 201798
8 10 203470
5 7 204836
8 12 206422
15 9 207864
12 7 207965
11 22 208162
9 4 210282
25 5 210534
5 21 211384
11 10 212999
24 13 216752
20 15 218069
18 4 218135
6 22 218672
9 7 220247
4 20 220487
4 24 220638
24 18 220665
18 19 220977
15 5 221457
2 4 221548
18 2 221575
5 1 222529
16 5 223822
5 17 223985
2 24 224078
2 19 224390
5 11 225282
21 3 227755
3 25 228605
10 23 230420
7 20 230452
13 25 234553
18 22 234761
13 21 235403
11 12 235950
15 13 237478
17 3 242056
7 11 244496
16 13 247841
13 17 248004
23 11 248428
6 20 249371
14 18 250690
10 9 251744
8 18 253755
7 24 254314
7 6 256295
20 10 261949
12 18 262549
13 4 264357
12 20 264901
12 24 265052
4 5 266270
14 2 269019
2 8 272084
7 2 274508
11 20 279957
23 18 280705
15 3 281923
11 6 284280
4 3 284341
6 5 295154
2 23 299034
7 13 300254
5 12 310684
6 18 310879
18 20 312234
19 3 314085
13 2 317743
9 2 320358
3 12 327055
3 14 331812
10 3 332706
5 2 333951
13 18 346559
3 23 361827
7 3 364203
11 3 364405
3 6 375385
3 9 383151
2 3 390836
3 18 391004
3 20 393356
24 3 393507
13 3 463158
Case #24: 96
10 1 10663
1 3 26112
1 5 28180
3 13 33001
4 1 33376
3 10 36775
5 10 38843
10 4 44039
5 3 54292
1 13 59113
3 4 59488
4 5 61556
4 12 67369
10 13 69776
8 7 74832
5 13 87293
13 4 92489
4 7 96193
1 12 100745
8 12 103656
15 10 108184
6 15 110352
10 12 111408
15 1 118847
3 15 124684
3 12 126857
12 5 128925
7 2 129262
7 1 129569
1 14 139318
7 10 140232
5 15 147027
14 10 149981
4 15 152223
7 3 155681
7 5 157749
12 2 158086
13 12 159858
5 8 164952
3 14 165430
5 14 167498
1 11 169395
4 11 170077
4 14 172694
8 9 177850
10 11 180058
13 7 188682
1 8 193132
3 11 195507
11 5 197575
14 13 198431
10 8 202664
2 8 204094
10 6 218536
8 3 219244
12 14 220070
4 2 225455
13 11 228508
1 6 229199
6 3 235036
11 12 237446
7 15 248416
14 7 248894
13 8 252245
7 9 252682
6 5 257379
14 15 258165
1 2 258831
6 4 262575
11 7 266270
13 6 268037
2 10 269494
12 9 281506
3 2 284943
5 2 287011
11 14 308713
15 8 310848
8 14 323726
8 11 341102
9 5 342802
4 9 347724
7 6 358768
14 6 368517
1 9 370982
2 15 377678
9 10 380514
9 2 381944
2 11 395532
3 9 397094
6 11 398594
8 6 421200
9 13 430095
6 2 488030
14 9 501576
11 9 517801
6 9 599050
Case #25: Impossible
Case #26: 300
6 3 2866
3 10 3807
5 2 4149
40 14 5195
8 3 5229
20 6 8182
4 23 13943
19 10 17053
5 20 17194
9 3 17204
19 20 18562
8 4 19124
24 10 20217
11 19 20462
19 3 20860
20 2 21343
31 15 21467
6 4 21487
8 24 21639
6 5 22358
8 9 22433
11 2 23243
19 6 23726
14 6 24254
3 4 24353
8 5 24721
31 24 25875
6 2 26507
40 8 27086
14 3 27120
34 3 28112
4 10 28160
3 26 28411
36 16 28525
4 20 29669
10 14 30927
6 34 30978
3 22 33024
23 8 33067
20 34 33428
6 23 35430
6 22 35890
40 10 36122
38 39 36150
14 26 36903
19 24 37270
19 9 38064
20 11 39024
4 24 40763
26 40 42098
37 4 44419
24 26 44821
34 9 45316
36 40 45591
11 8 46551
31 8 47514
20 31 47601
14 19 47980
2 4 47994
19 34 48972
19 26 49271
40 9 49519
40 37 52381
26 23 53613
9 23 55500
34 26 56523
23 5 57788
15 34 59044
19 23 59156
32 2 60131
34 40 60427
2 23 61937
3 36 61982
12 9 62254
32 19 62912
2 31 65926
9 42 66860
11 14 68442
28 33 69065
26 11 69733
22 23 71320
27 22 76377
27 3 77761
27 6 80627
28 40 81017
6 39 82196
6 12 82324
5 17 82489
11 31 83607
17 19 83857
22 39 84334
12 8 84687
3 39 85062
9 37 85976
33 19 86589
6 32 86638
16 6 87641
15 4 88105
32 8 89001
29 4 89141
42 8 89293
2 33 89370
42 20 89380
30 3 89385
28 37 89588
19 37 89632
34 36 90094
20 39 90378
16 3 90507
14 15 90872
29 14 91908
8 28 92179
39 40 93021
30 10 93192
20 16 95823
3 28 97408
10 17 98174
27 19 98621
26 38 98969
20 17 99683
37 22 101796
3 17 101981
15 23 102048
27 4 102114
33 20 102415
28 20 102724
11 36 103304
12 4 103811
13 3 104371
15 27 104575
19 42 104924
24 38 105596
25 9 105975
14 30 106047
27 26 106172
11 33 107051
34 12 107570
16 9 107711
26 12 107869
16 5 109999
38 19 110046
11 37 110094
6 29 110628
32 14 110892
19 16 111367
32 26 112183
26 42 112475
30 2 113026
39 34 113174
29 42 113245
23 27 116057
8 25 116615
5 28 116900
10 29 117301
9 7 117418
34 30 117497
12 23 117754
30 26 117796
40 13 118058
24 17 118391
29 20 118810
27 11 119083
9 17 119185
22 38 120484
11 12 120780
2 28 121049
42 15 121668
33 9 121917
23 32 122068
22 30 122409
5 25 123264
13 5 123863
25 19 124632
19 13 125231
15 36 125734
4 17 126334
3 7 126362
36 29 126770
7 2 127900
23 33 128177
41 33 129100
7 6 129228
24 29 129904
17 34 130093
38 11 130508
29 9 130698
31 38 131471
7 20 131678
16 11 131829
7 5 132049
15 37 132524
40 33 132914
41 4 133090
7 22 133238
26 18 137132
38 28 137888
34 25 139498
36 27 139743
40 7 142286
1 28 143184
40 25 143701
31 17 144266
25 11 145094
1 24 146499
22 29 146518
13 31 146656
17 32 146769
14 7 147481
38 15 148025
4 7 150248
19 1 150949
1 2 153730
15 16 154259
4 1 154442
41 6 154577
15 33 154660
29 16 155295
34 1 158201
26 1 158500
32 27 161533
36 33 162581
20 41 162759
28 25 163633
3 18 165543
33 42 166224
16 39 167137
33 17 167710
32 42 167836
27 16 168268
18 8 170772
11 1 171411
31 1 172374
26 41 172760
1 27 173442
42 30 173449
14 18 174035
16 32 174279
39 25 174489
41 9 174647
38 13 174929
12 28 176866
29 15 177246
41 19 178303
13 27 182132
18 9 182747
18 19 186403
37 18 186427
17 39 187043
23 18 190745
12 29 192952
3 35 193899
37 7 194667
32 29 197266
16 41 199244
15 18 202386
17 25 205753
11 35 206836
11 18 206865
21 20 208400
33 25 208485
33 13 209084
24 35 210309
33 1 212249
13 18 213092
17 7 214538
19 35 214759
35 40 215756
16 7 216402
2 35 217540
1 38 217549
21 14 219746
21 9 220288
41 15 221195
23 35 221737
7 1 230303
21 34 231196
1 17 232070
41 12 236901
21 31 245369
18 32 249315
28 18 249857
37 35 252213
21 36 254608
21 37 261398
15 21 266836
33 18 270256
35 27 271660
30 35 272826
35 39 273229
35 12 273357
25 18 276929
35 42 277963
21 27 280845
30 21 282011
21 16 283133
18 1 295632
35 25 305285
1 35 323988
21 18 368627
35 21 386525
Case #27: Impossible
Case #28: 19
3 1 97418
3 9 211942
3 2 308933
1 9 309360
5 9 358109
5 2 365286
8 9 415878
3 5 570051
4 8 574209
5 1 576801
1 6 602809
5 4 606835
9 6 660394
7 2 743615
8 5 773987
2 6 814298
6 4 818725
8 7 826120
5 7 998358
Case #29: Impossible
Case #30: 137
32 21 6336
6 20 21751
30 41 33280
6 25 51050
34 49 51103
20 42 55520
20 43 61653
22 36 63336
34 27 64528
33 31 69369
49 42 78654
5 38 80945
8 41 83398
6 34 84950
8 14 89984
14 20 93645
4 28 97047
33 2 100543
16 27 106202
20 34 106701
34 41 109414
43 42 117173
44 36 122360
23 38 126411
21 11 126650
45 5 130106
25 9 130815
9 37 134219
37 2 135429
43 37 137858
16 37 140234
17 31 141737
30 28 141918
20 9 142360
7 25 143322
41 9 145073
34 36 147576
43 28 148712
41 23 148878
48 46 151761
40 42 152568
6 40 157935
23 44 158311
42 19 170257
43 36 171867
2 17 172911
28 48 174629
34 28 175431
37 26 176131
16 30 178942
38 25 180245
17 32 183705
40 11 189291
22 26 192215
5 36 198458
22 42 202352
31 36 203595
33 26 204209
47 16 208467
16 43 210028
38 45 211051
48 22 214810
39 42 217394
45 24 218805
17 45 220216
14 13 224848
27 5 225923
19 30 227942
10 6 229430
6 18 233814
25 11 235613
14 22 240477
25 10 241344
37 10 244748
17 13 244890
4 25 256581
16 21 257376
23 28 257516
19 16 261404
10 44 263327
4 8 264465
20 29 266133
1 14 269798
5 4 272350
34 4 272478
5 43 273830
10 49 274315
39 30 275079
40 21 278237
31 10 279231
38 36 279403
16 18 279585
31 18 281907
7 13 286070
44 3 286370
9 22 289192
49 29 289311
8 15 291445
24 40 293105
9 45 294208
44 15 297376
34 3 298287
48 11 298929
31 3 302274
24 27 302514
43 29 303494
9 26 303542
47 39 304604
26 2 304752
17 3 305273
6 48 307731
2 10 310405
34 15 317461
48 42 320553
31 15 321448
4 23 329945
39 40 339852
48 5 349932
46 22 356114
14 48 356970
48 38 365655
37 35 375465
36 29 376347
29 19 380914
28 35 392547
14 35 392905
24 7 415208
15 26 418076
29 39 428051
3 24 448277
25 12 450652
12 2 451555
46 24 469623
12 47 476150
12 49 483623
35 26 544788
35 12 697254
Case #31: 4
6 4 23108
6 2 198567
6 1 494161
1 2 692728
Case #32: 44
4 6 63968
13 12 70863
14 2 91792
7 4 114445
14 12 134913
6 14 141535
15 5 144748
15 2 165081
13 8 206952
12 15 208202
2 10 218756
12 5 222313
15 17 229652
2 6 233327
6 12 276448
1 12 282977
6 17 286575
14 8 326486
14 17 361205
13 17 366991
2 17 394733
8 7 417544
12 3 424398
15 4 436145
10 16 441062
5 7 448284
11 14 454980
1 9 472087
6 1 473183
8 1 474550
16 8 478708
10 5 484190
17 9 497584
5 6 498761
2 11 499784
16 2 500306
8 4 505758
9 8 512954
16 14 535913
12 16 543427
3 1 544195
5 16 553843
1 17 557651
11 15 664865
Case #33: Impossible
Case #34: 13
1 11 113654
12 5 252772
9 8 426668
4 5 465875
6 7 637442
2 8 648917
1 5 707611
8 1 775763
9 1 788313
11 12 846729
11 8 889417
5 7 953486
5 9 962164
Case #35: 303
27 14 2372
12 9 5765
10 29 9532
27 4 10845
2 1 15787
28 13 18030
18 16 18788
31 25 25352
23 27 26181
2 17 28547
26 25 29584
24 31 30121
29 23 30332
1 5 32528
22 10 33132
23 11 38321
10 23 39864
29 22 42664
17 1 44284
24 3 45071
14 5 45440
12 30 46789
2 5 48315
4 10 51189
1 11 52813
5 4 53913
16 31 56385
27 29 56513
29 14 58885
3 28 60053
29 28 60342
4 29 60721
11 27 64502
8 22 65174
1 9 65790
19 13 67630
2 11 68600
29 11 68653
5 23 69249
4 16 70378
19 26 72779
23 22 72996
25 27 75105
31 18 75173
2 12 75812
17 5 76812
9 22 76924
7 12 77006
14 25 77477
3 13 78083
9 10 80488
20 10 80735
19 7 81040
27 16 81223
9 2 81577
6 12 82717
7 9 82771
26 12 82810
14 16 83595
26 24 85057
5 11 85341
25 18 85454
4 30 85996
1 4 86441
24 16 86506
12 20 87068
27 2 87840
13 10 87904
6 9 88482
9 26 88575
4 31 89612
20 16 89901
13 1 90056
2 14 90212
29 20 90267
28 23 90674
12 5 92553
9 20 92833
4 26 93844
31 11 93888
8 27 94076
22 27 95166
26 16 96250
14 8 96448
13 18 96690
27 30 96841
19 6 97610
9 5 98318
4 2 98685
27 18 100011
25 3 100544
8 28 101916
25 19 102363
14 31 102829
14 13 102968
12 17 104309
27 26 104689
3 29 104970
5 10 105102
28 24 105124
2 13 105843
8 12 106765
1 30 106814
23 16 107404
28 1 108086
23 13 108704
23 20 109018
19 3 109653
17 9 110074
11 8 110227
22 11 111317
4 13 111441
12 25 112394
20 8 112777
11 12 112838
20 22 113867
10 3 114502
18 26 115038
25 10 115449
27 28 116855
30 22 117948
25 9 118159
11 9 118603
14 17 118759
28 14 119227
19 10 119474
24 4 119733
23 9 120352
22 13 121036
16 21 121058
28 4 121063
17 23 121355
10 30 121512
10 16 121567
30 2 122601
2 29 123140
1 20 123510
30 7 123795
16 5 124291
25 29 124981
28 9 125746
12 4 125912
4 17 127232
31 19 127715
11 28 128995
6 30 129506
7 28 130640
10 1 130998
30 29 131044
16 29 131099
1 22 131184
16 3 131577
9 4 131677
4 20 131924
10 2 132672
20 30 133857
13 31 134287
25 22 134800
27 20 135199
12 27 135621
23 21 136973
7 1 137031
8 5 137144
18 6 137209
14 20 137571
12 14 137993
2 20 139297
30 5 139342
21 18 139846
10 18 140355
26 13 140409
31 10 140801
1 6 142742
13 11 142869
18 5 143079
31 9 143511
5 31 143525
9 14 143758
13 25 144568
26 10 145033
19 16 145532
11 16 145725
31 1 146701
2 22 146971
5 26 147757
7 22 148165
7 13 148670
26 11 148824
29 24 150041
3 18 150365
20 28 150609
1 25 150701
30 17 151098
1 21 151465
29 17 151687
10 7 151729
25 28 151963
28 17 152370
22 19 152606
2 7 152818
8 30 153554
26 7 153819
22 6 153876
22 26 153969
19 24 154291
22 16 154699
19 12 155589
6 16 155997
30 16 156374
25 20 156567
23 24 156759
16 1 156819
19 1 157686
2 6 158529
10 24 159573
30 11 159627
6 7 159723
22 31 160152
30 13 160270
7 29 161261
19 9 161354
27 3 161483
2 25 162945
8 1 163040
14 3 163855
20 7 164074
18 19 164320
11 18 164513
2 8 164714
4 3 164804
19 4 166623
6 29 166972
2 21 167252
21 29 167305
20 17 167794
13 20 167803
2 16 169063
5 7 169559
27 6 169625
6 20 169785
26 20 169878
8 18 172397
18 22 173487
24 5 173646
21 4 173999
5 6 175270
18 1 175607
20 24 176407
21 10 176837
8 26 177075
31 21 177443
30 28 178300
11 19 178595
2 3 179017
7 17 181315
9 16 182734
7 25 183403
30 21 184704
3 9 185799
17 8 187112
26 17 187119
18 2 187851
6 3 188197
6 8 189482
11 7 189844
22 24 190273
31 17 190985
25 17 191492
6 25 195111
20 3 195237
11 6 195555
23 6 195806
17 16 197610
20 19 200209
19 30 202378
4 7 202918
24 30 205729
22 21 209969
12 21 211490
6 31 212382
7 14 214999
17 18 216398
21 28 216990
21 9 217255
17 24 221106
16 7 226572
6 24 233268
24 7 235331
3 30 236014
15 7 271752
6 21 277055
7 21 288496
15 27 296074
15 14 298446
29 15 352587
15 11 360576
16 15 377297
15 2 383914
8 15 390150
18 15 396085
15 31 396531
15 24 417785
21 15 459228
Case #36: 65
1 11 62343
1 15 71321
8 16 73306
2 13 76251
5 16 121877
3 18 140972
20 14 143883
14 7 151817
9 20 167136
16 20 170218
13 11 172807
13 9 174252
17 20 183073
12 2 187567
5 8 195183
9 1 197498
14 13 197505
14 1 220751
15 19 237037
11 6 240085
8 13 244476
12 13 245872
16 1 247086
5 7 247359
14 6 264783
8 1 267722
2 14 273756
12 3 281941
5 18 289514
16 6 291118
5 20 292095
1 2 294153
7 19 303360
6 8 311754
14 10 321096
15 6 322921
11 17 323161
8 3 343725
15 12 351854
19 14 376128
4 11 397220
4 15 406198
18 16 411391
2 7 411998
6 7 416600
2 20 417639
9 12 420124
14 4 425219
11 20 426977
12 14 443377
17 3 449264
2 18 462000
4 5 463779
16 12 469712
18 6 470973
8 4 472190
7 4 472521
4 2 513061
17 6 529656
7 18 536873
13 18 538251
2 17 538629
18 10 583688
12 17 592178
12 4 594813
Case #37: Impossible
Case #38: 57
10 13 4833
14 1 7377
4 13 32990
2 8 35684
15 14 49074
2 6 55618
1 15 56451
12 10 69702
12 4 97859
9 2 108727
7 5 109077
4 7 118381
6 9 151508
10 9 153056
2 1 155344
3 6 155634
12 11 156390
5 10 158257
4 11 160918
11 1 161244
3 5 167108
14 8 183651
5 4 186414
4 1 187881
13 11 192985
14 10 208661
1 10 216038
15 11 217695
1 13 220871
9 12 222758
8 10 226099
1 5 229079
13 8 230932
15 8 232725
7 9 243280
12 15 244268
3 8 246936
9 1 251234
3 1 255360
12 3 255663
6 11 260970
13 15 262568
13 2 266616
14 7 272820
3 7 276185
14 12 278363
1 7 280197
1 12 285740
2 4 289940
12 8 295801
6 10 301010
3 13 320532
5 6 322742
2 7 352007
3 4 353522
6 7 365169
12 6 370712
Case #39: 346
32 29 11068
13 16 12586
13 18 14119
7 2 14698
9 8 17834
18 9 25239
3 32 26610
10 26 26981
29 38 27706
18 6 27757
27 32 32115
16 28 32909
18 14 33945
28 18 34442
16 14 35478
29 12 35647
13 21 37403
10 20 37417
3 29 37678
32 2 38343
32 38 38774
13 9 39358
17 21 40731
32 1 40889
15 35 42009
12 26 42300
29 27 43183
8 16 44606
14 13 48064
18 21 51522
20 12 52736
3 21 53739
36 16 54179
38 2 54981
7 8 57933
11 29 61665
3 10 61681
2 12 62922
35 4 65163
25 1 68249
14 28 68387
38 30 69147
11 22 70466
6 8 70830
27 38 70889
13 7 71739
9 20 72271
20 32 72488
8 2 72631
32 11 72733
29 26 73125
14 26 74001
9 7 75767
40 32 76275
34 33 76511
28 8 77515
7 12 77620
12 27 78830
14 12 79360
38 1 79663
24 16 79727
30 11 80543
21 30 81080
17 16 81400
1 19 82095
25 3 82528
28 21 82898
15 31 83125
20 29 83556
14 7 84473
7 6 85377
14 21 85467
38 14 86557
28 36 87088
1 12 87604
10 7 88112
11 38 89371
8 20 90105
21 34 90254
9 2 90465
32 4 91092
29 21 91417
7 1 93930
27 26 94167
32 19 94426
3 17 94470
26 25 94967
